Comment,Predicted Class,Label
not critisizer get tutorial one best tutorial site even lack what actualy want tutorial learn thing work task duty comitment order insecurity without know purpose enthusiasm know without show interest know why tre be chosen why not search tre what dont use btre be no smile hapines learn,positive,1
vry nice explanation sir tq,positive,1
awesome sir,positive,1
sir could please upload btre program practical implementation ?,interrogative,4
dont quite like explanation bore,negative,2
explanation style be great kudos sucesful website chanel,positive,1
aya meru devudaya,miscellaneous,6
helpful thx,positive,1
great explanation dont understand how people can dislike video be one youtube who explains thing clearly show god example,positive,1
thank sir,positive,1
great thank sir,positive,1
thank sir,positive,1
best insertion explanation i 've se,positive,1
spr sir,miscellaneous,6
what hapen,interrogative,4
bad explanation,negative,2
deletion part be not explain,negative,2
sick jacket,miscellaneous,6
thanks indian yute,positive,1
thx insertion but deletion be not proper,negative,2
sir miru bagha cheparuenka isam hash kuda video petara,miscellaneous,6
dhnyavad,positive,1
thank sirbut did'nt explain deletion part,negative,2
thanks man,positive,1
thank have se couple tutorial but one basicaly point give exact idea how implement,positive,1
ty sir bt dnt understand deletion,negative,2
nit durgapurian xd,miscellaneous,6
thanks wel explain,positive,1
hey dude do think dont know read english ? ? reading what be present slide,negative,2
thanq much sir share valueble information awr adm ash,positive,1
bmc discovery adm specialist remote project make germany ,miscellaneous,6
please use enterprise manager teachingplease use comand prompt help comand otherwise helpful tysm,imperative,5
bad tutor,negative,2
bro reading pt 's no explanation,negative,2
english maku vachu babu,miscellaneous,6
realy waste minute no ned person explain can read be,negative,2
do not understand thing,negative,2
bad explanation simply reading board no explanation can also read no use,negative,2
bad explanation,negative,2
pls explain overflow be unable understand whats use workflow,interrogative,4
hahadad im rying,miscellaneous,6
bo nobs,miscellaneous,6
what be volews ? i 've programer year never heard volews,negative,2
want learn how code but youre comer,miscellaneous,6
know search,negative,2
jacking intensifies,negative,2
be actualy oposite what be supose do distract,negative,2
imagine schol like atendance wil,positive,1
what 's name ?,interrogative,4
know even cod,miscellaneous,6
iliteracy rate drop,miscellaneous,6
be simple man se curly bracket click,miscellaneous,6
hard focus what want se learn,negative,2
yas,positive,1
how much do get paid do this ? fel sory,negative,2
dick be tire learn much,negative,2
xaoxoaoxaoxoao madnes chanel,negative,2
what be that ?,interrogative,4
make learn code lot more…interesting…,positive,1
start learn something never bother do,positive,1
actualy learn something,positive,1
come learn cs prop strip girl teach woke prety quick wil say though bit rgba be new gues god star bob learn cs think im gon na sub watch rest series,positive,1
name ?,interrogative,4
love chanel,positive,1
thank much save wel,positive,1
doesnot work also,negative,2
be life saver be master ’ s disertation video help lot,positive,1
wow god thanks man,positive,1
casualy explain ? be you ?,interrogative,4
bibliography be end paper shouldn ’ t have number how do get number without erase rest number ?,interrogative,4
love much prove helpful quiz,positive,1
love,positive,1
many thanks,positive,1
time month be who else be,miscellaneous,6
save bro love ya,positive,1
thanks,positive,1
thanks lot video,positive,1
thank,positive,1
wow thanks,positive,1
thanks point video be helpful learnt something new today,positive,1
video like should store digital archive every know nation also sent international space station wel upcoming satelites mar rover,positive,1
be easy way explain thank much,positive,1
what be section thing ? fuck work cant undo,negative,2
thanks much video explains something could frustrate simple easy folow step bokmarking video future use,positive,1
ca n't thank enough super helpful,positive,1
not work men,negative,2
almost do but last step be not work,negative,2
explanation be wel do but not work,negative,2
dont fuck work,negative,2
doesn ’ t work,negative,2
thank fuck microsoft,negative,2
how fuck do do fuck piece shit page mac ? ? ? ? ? fuck hate gut,negative,2
which matherfucker make m word even page ca n't write easily,negative,2
didnt fuck work,negative,2
what fuck lead key board ? ? ?,negative,2
shit fuck everything,negative,2
terible fuck video folow diretions exactly im star paper page page 's thanks nothing,negative,2
doesnt workit stil number first page,negative,2
who fuck design word,negative,2
link previous be fuck unclickable,negative,2
thanks make angry work pc,negative,2
not work show intro,negative,2
work delete number section break delete number hapen asume there 's section break,negative,2
m word be fuck shit software delete chart paper get blown could do much wel photoshop lol,negative,2
fuck family,negative,2
be dificult fuck low iq sory blet ca n't do shit like,negative,2
what fuck be lead keyboard ? ?,negative,2
thanks video but totaly useles be simply try label page start page title pagestarts page cal page useles,negative,2
must something wrong work i 've folow step,negative,2
fuck word,negative,2
fuckin idiot,negative,2
shit doesnt work,negative,2
work,negative,2
useles,negative,2
love video please don ' t ever take,imperative,5
break buton be light gray please help,imperative,5
maybe be microsoft word important isue please improve ui many people use nothing buton sem easy useunderstand make operation,imperative,5
hi can please tel how delete blank page ocur page one proces ? thank advance,interrogative,4
link previous option be not highlight what can do ? ?,interrogative,4
why it ’ s not work me ? folow step end document page number,interrogative,4
try delete page number previous page lose one want anyone know how fix this ? ?,interrogative,4
thank youbut be wonder want separate project thre section be not go numerate first section second third section want numerate but second should abc numerate style third be numerate style do know how do ? ? ?,interrogative,4
work work page one but cover page stil number delete delete page number why do have hard ? ? ? ? ?,interrogative,4
